E_01,E_02,E_03,E_04,E_05,E_06,E_07,E_08,E_09,E_10,E_11,E_12,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN
1,25,3,1,1,3,1,3,,2,,,8428,2,1,2
1,15,3,2,,,,,,2,,,8429,1,1,1
1,18,3,2,,,,,,2,,,8430,2,1,2
2,,,,,,,,,2,,,8431,4,1,4
2,,,,,,,,,2,,,8432,1,1,1
1,18,3,2,,,,,,2,,,8433,1,1,1
2,,,,,,,,,2,,,8434,3,1,3
2,,,,,,,,,2,,,8435,3,1,3
2,,,,,,,,,2,,,8436,1,1,1
2,,,,,,,,,2,,,8437,2,1,2
1,25,3,2,,,,,,2,,,8438,1,1,1
2,,,,,,,,,2,,,8439,1,1,1
2,,,,,,,,,2,,,8441,2,1,2
1,20,3,2,,,,,,2,,,8443,1,1,1
2,,,,,,,,,2,,,8444,2,1,2
2,,,,,,,,,2,,,8445,2,1,2
2,,,,,,,,,2,,,8446,3,1,3
2,,,,,,,,,2,,,8448,1,1,1
2,,,,,,,,,2,,,8449,2,1,2
1,20,3,1,1,30,1,2,,2,,,8450,3,1,3
2,,,,,,,,,2,,,8451,4,1,4
2,,,,,,,,,2,,,8452,3,1,3
1,16,3,1,1,30,1,1,1,2,,,8453,1,1,1
2,,,,,,,,,2,,,8454,3,1,3
2,,,,,,,,,2,,,8455,2,1,2
2,,,,,,,,,2,,,8456,2,1,2
2,,,,,,,,,2,,,8457,1,1,1
2,,,,,,,,,2,,,8458,2,1,2
2,,,,,,,,,2,,,8459,4,1,4
1,17,3,2,,,,,,2,,,8460,2,1,2
2,,,,,,,,,2,,,8461,2,1,2
2,,,,,,,,,2,,,8462,2,1,2
2,,,,,,,,,2,,,8463,1,1,1
2,,,,,,,,,2,,,8464,1,1,1
2,,,,,,,,,2,,,8465,2,1,2
2,,,,,,,,,2,,,8466,1,1,1
2,,,,,,,,,2,,,8467,2,1,2
1,18,3,2,,,,,,2,,,8468,1,1,1
2,,,,,,,,,2,,,8469,2,1,2
2,,,,,,,,,2,,,8470,2,1,2
2,,,,,,,,,2,,,8471,1,1,1
1,18,3,2,,,,,,2,,,8472,2,1,2
2,,,,,,,,,2,,,8473,2,1,2
1,17,3,2,,,,,,2,,,8474,1,1,1
1,50,3,2,,,,,,2,,,8475,2,1,2
2,,,,,,,,,2,,,8476,1,1,1
2,,,,,,,,,2,,,8477,1,1,1
2,,,,,,,,,2,,,8478,2,1,2
2,,,,,,,,,2,,,8479,2,1,2
2,,,,,,,,,2,,,8480,2,1,2
2,,,,,,,,,2,,,8481,3,1,3
2,,,,,,,,,2,,,8482,2,1,2
2,,,,,,,,,2,,,8483,2,1,2
2,,,,,,,,,2,,,8484,2,1,2
1,17,3,2,,,,,,2,,,8485,2,1,2
2,,,,,,,,,2,,,8486,2,1,2
1,16,3,2,,,,,,2,,,8487,5,1,5
2,,,,,,,,,2,,,8488,2,1,2
2,,,,,,,,,2,,,8489,2,1,2
2,,,,,,,,,2,,,8490,1,1,1
2,,,,,,,,,2,,,8491,1,1,1
2,,,,,,,,,2,,,8492,1,1,1
1,17,3,2,,,,,,1,21,2,8493,3,1,3
2,,,,,,,,,2,,,8494,2,1,2
2,,,,,,,,,2,,,8495,3,1,3
2,,,,,,,,,2,,,8496,1,1,1
1,20,3,1,1,30,1,1,10,2,,,8497,3,1,3
2,,,,,,,,,2,,,8498,1,1,1
2,,,,,,,,,2,,,8499,2,1,2
2,,,,,,,,,2,,,8500,4,1,4
2,,,,,,,,,2,,,8501,2,1,2
2,,,,,,,,,2,,,8503,2,1,2
1,14,3,2,,,,,,2,,,8504,1,1,1
2,,,,,,,,,2,,,8505,2,1,2
1,18,3,2,,,,,,2,,,8506,1,1,1
1,18,3,2,,,,,,2,,,8507,1,1,1
2,,,,,,,,,2,,,8508,6,1,6
1,12,3,2,,,,,,2,,,8509,2,1,2
1,20,3,2,,,,,,2,,,8510,1,1,1
2,,,,,,,,,2,,,8511,3,1,3
1,12,3,2,,,,,,2,,,8512,2,1,2
2,,,,,,,,,2,,,8513,2,1,2
2,,,,,,,,,2,,,8514,4,1,4
2,,,,,,,,,2,,,8515,1,1,1
1,15,3,9,,,,,,1,30,2,8517,1,1,1
1,18,3,2,,,,,,2,,,8518,2,1,2
2,,,,,,,,,2,,,8519,2,1,2
1,13,3,2,,,,,,2,,,8520,1,1,1
2,,,,,,,,,2,,,8521,1,1,1
2,,,,,,,,,2,,,8522,2,1,2
2,,,,,,,,,2,,,8524,7,1,7
1,20,3,1,1,30,1,1,12,2,,,8525,2,1,2
2,,,,,,,,,2,,,8526,5,1,5
1,18,3,2,,,,,,2,,,8527,1,1,1
2,,,,,,,,,2,,,8528,1,1,1
1,18,3,1,2,,,,,1,22,2,8529,2,1,2
1,19,3,2,,,,,,2,,,8530,1,1,1
2,,,,,,,,,2,,,8531,1,1,1
2,,,,,,,,,2,,,8532,2,1,2
2,,,,,,,,,2,,,8533,4,1,4
2,,,,,,,,,2,,,8534,4,1,4
1,17,3,2,,,,,,2,,,8535,1,1,1
2,,,,,,,,,2,,,8536,2,1,2
2,,,,,,,,,2,,,8537,1,1,1
2,,,,,,,,,2,,,8538,2,1,2
2,,,,,,,,,2,,,8539,1,1,1
2,,,,,,,,,2,,,8540,2,1,2
2,,,,,,,,,2,,,8541,2,1,2
1,14,3,1,1,20,1,1,2,2,,,8542,3,1,3
2,,,,,,,,,2,,,8543,1,1,1
2,,,,,,,,,2,,,8544,5,1,5
1,20,3,1,2,,,,,2,,,8545,1,1,1
1,17,3,1,1,30,1,1,7,2,,,8546,2,1,2
2,,,,,,,,,2,,,8547,2,1,2
2,,,,,,,,,2,,,8548,1,1,1
2,,,,,,,,,2,,,8550,4,1,4
1,15,3,2,,,,,,1,20,2,8551,3,1,3
2,,,,,,,,,2,,,8552,1,1,1
1,17,2,1,2,,,,,1,16,2,8553,3,1,3
2,,,,,,,,,2,,,8554,2,1,2
2,,,,,,,,,1,12,2,8555,2,1,2
2,,,,,,,,,2,,,8556,1,1,1
2,,,,,,,,,2,,,8557,2,1,2
2,,,,,,,,,2,,,8558,4,1,4
1,21,3,1,1,30,1,1,10,2,,,8559,1,1,1
2,,,,,,,,,2,,,8560,3,1,3
2,,,,,,,,,2,,,8561,4,1,4
2,,,,,,,,,2,,,8562,3,1,3
2,,,,,,,,,2,,,8563,5,1,5
1,12,3,2,,,,,,2,,,8564,3,1,3
2,,,,,,,,,2,,,8567,1,1,1
2,,,,,,,,,2,,,8569,2,1,2
2,,,,,,,,,2,,,8570,2,1,2
2,,,,,,,,,2,,,8571,1,1,1
1,18,3,2,,,,,,2,,,8572,2,1,2
1,19,1,1,1,30,1,1,10,2,,,8573,4,1,4
2,,,,,,,,,2,,,8574,2,1,2
2,,,,,,,,,2,,,8575,3,1,3
1,18,3,2,,,,,,1,25,2,8576,3,1,3
2,,,,,,,,,2,,,8577,1,1,1
2,,,,,,,,,2,,,8578,1,1,1
1,18,3,2,,,,,,2,,,8579,1,1,1
2,,,,,,,,,2,,,8580,1,1,1
1,21,3,2,,,,,,1,22,2,8581,4,1,4
2,,,,,,,,,2,,,8582,2,1,2
2,,,,,,,,,2,,,8583,2,1,2
2,,,,,,,,,2,,,8584,1,1,1
1,20,3,2,,,,,,2,,,8585,2,1,2
2,,,,,,,,,2,,,8586,2,1,2
1,13,3,2,,,,,,2,,,8587,6,1,6
2,,,,,,,,,2,,,8588,1,1,1
2,,,,,,,,,2,,,8589,3,1,3
1,18,3,2,,,,,,1,34,2,8591,1,1,1
2,,,,,,,,,2,,,8592,2,1,2
2,,,,,,,,,2,,,8593,1,1,1
1,20,3,2,,,,,,2,,,8594,1,1,1
2,,,,,,,,,2,,,8595,1,1,1
1,15,3,1,1,30,1,1,10,2,,,8596,3,1,3
2,,,,,,,,,2,,,8598,2,1,2
2,,,,,,,,,2,,,8599,1,1,1
2,,,,,,,,,2,,,8600,2,1,2
2,,,,,,,,,2,,,8601,2,1,2
2,,,,,,,,,2,,,8602,1,1,1
2,,,,,,,,,2,,,8604,1,1,1
2,,,,,,,,,2,,,8605,3,1,3
2,,,,,,,,,2,,,8606,2,1,2
1,15,3,1,1,30,1,1,6,2,,,8607,1,1,1
2,,,,,,,,,2,,,8608,1,1,1
2,,,,,,,,,2,,,8609,2,1,2
2,,,,,,,,,2,,,8610,1,1,1
1,18,3,2,,,,,,2,,,8611,2,1,2
1,20,3,2,,,,,,2,,,8613,1,1,1
2,,,,,,,,,2,,,8614,1,1,1
2,,,,,,,,,2,,,8615,1,1,1
2,,,,,,,,,2,,,8617,1,1,1
2,,,,,,,,,2,,,8618,2,1,2
2,,,,,,,,,2,,,8619,5,1,5
1,18,3,2,,,,,,2,,,8620,1,1,1
2,,,,,,,,,2,,,8621,1,1,1
2,,,,,,,,,2,,,8622,4,1,4
1,20,3,2,,,,,,2,,,8623,1,1,1
2,,,,,,,,,2,,,8624,1,1,1
1,18,3,2,,,,,,2,,,8625,1,1,1
2,,,,,,,,,2,,,8626,1,1,1
1,15,3,2,,,,,,1,25,2,8627,1,1,1
1,17,3,2,,,,,,2,,,8629,1,1,1
1,30,3,2,,,,,,2,,,8630,2,1,2
2,,,,,,,,,2,,,8631,1,1,1
1,18,3,1,1,30,1,1,6,2,,,8633,1,1,1
2,,,,,,,,,2,,,8634,2,1,2
1,19,3,2,,,,,,2,,,8635,2,1,2
1,15,3,1,1,8,1,2,,1,24,2,8636,1,1,1
2,,,,,,,,,2,,,8637,1,1,1
2,,,,,,,,,2,,,8638,2,1,2
2,,,,,,,,,2,,,8639,1,1,1
2,,,,,,,,,2,,,8640,1,1,1
1,18,3,2,,,,,,2,,,8641,3,1,3
2,,,,,,,,,2,,,8642,2,1,2
2,,,,,,,,,2,,,8643,2,1,2
2,,,,,,,,,2,,,8644,3,1,3
2,,,,,,,,,2,,,8645,2,1,2
2,,,,,,,,,2,,,8646,3,1,3
1,19,3,2,,,,,,2,,,8647,1,1,1
2,,,,,,,,,2,,,8648,1,1,1
1,18,3,2,,,,,,2,,,8649,2,1,2
1,16,3,1,1,30,1,1,2,1,21,2,8650,1,1,1
2,,,,,,,,,2,,,8651,2,1,2
2,,,,,,,,,2,,,8652,1,1,1
2,,,,,,,,,2,,,8653,3,1,3
2,,,,,,,,,2,,,8654,1,1,1
2,,,,,,,,,2,,,8655,2,1,2
2,,,,,,,,,2,,,8657,2,1,2
2,,,,,,,,,2,,,8658,4,1,4
1,12,3,1,1,30,1,1,30,2,,,8659,2,1,2
2,,,,,,,,,2,,,8660,2,1,2
2,,,,,,,,,2,,,8662,1,1,1
2,,,,,,,,,2,,,8663,2,1,2
1,15,3,2,,,,,,2,,,8664,1,1,1
2,,,,,,,,,2,,,8665,2,1,2
1,18,3,1,1,20,1,1,3,2,,,8666,2,1,2
2,,,,,,,,,2,,,8667,1,1,1
2,,,,,,,,,1,21,2,8668,3,1,3
2,,,,,,,,,2,,,8669,1,1,1
1,14,3,2,,,,,,2,,,8670,2,1,2
1,15,3,2,,,,,,2,,,8671,2,1,2
1,18,3,2,,,,,,2,,,8672,1,1,1
2,,,,,,,,,2,,,8673,2,1,2
2,,,,,,,,,2,,,8674,1,1,1
2,,,,,,,,,2,,,8675,1,1,1
2,,,,,,,,,2,,,8676,2,1,2
2,,,,,,,,,2,,,8677,5,1,5
2,,,,,,,,,2,,,8678,1,1,1
2,,,,,,,,,2,,,8679,3,1,3
1,18,3,1,1,10,1,2,,2,,,8680,3,1,3
2,,,,,,,,,2,,,8681,1,1,1
2,,,,,,,,,2,,,8682,4,1,4
1,17,3,2,,,,,,2,,,8683,2,1,2
2,,,,,,,,,2,,,8684,2,1,2
2,,,,,,,,,2,,,8687,2,1,2
2,,,,,,,,,2,,,8688,2,1,2
1,15,3,2,,,,,,2,,,8689,2,1,2
2,,,,,,,,,2,,,8690,2,1,2
2,,,,,,,,,2,,,8691,2,1,2
2,,,,,,,,,2,,,8692,1,1,1
2,,,,,,,,,2,,,8693,2,1,2
2,,,,,,,,,2,,,8695,3,1,3
2,,,,,,,,,2,,,8696,4,1,4
1,12,3,2,,,,,,2,,,8697,1,1,1
2,,,,,,,,,2,,,8698,2,1,2
2,,,,,,,,,2,,,8699,1,1,1
2,,,,,,,,,2,,,8702,1,1,1
2,,,,,,,,,2,,,8703,2,1,2
2,,,,,,,,,2,,,8704,4,1,4
2,,,,,,,,,2,,,8705,2,1,2
2,,,,,,,,,2,,,8706,2,1,2
2,,,,,,,,,2,,,8707,4,1,4
2,,,,,,,,,2,,,8708,1,1,1
2,,,,,,,,,2,,,8709,5,1,5
2,,,,,,,,,2,,,8710,1,1,1
1,15,3,2,,,,,,2,,,8714,1,1,1
2,,,,,,,,,2,,,8715,1,1,1
2,,,,,,,,,2,,,8716,2,1,2
2,,,,,,,,,2,,,8717,1,1,1
2,,,,,,,,,2,,,8718,2,1,2
1,14,3,2,,,,,,2,,,8719,2,1,2
2,,,,,,,,,2,,,8720,2,1,2
2,,,,,,,,,2,,,8723,3,1,3
2,,,,,,,,,2,,,8724,3,1,3
2,,,,,,,,,2,,,8725,3,1,3
1,18,3,2,,,,,,2,,,8726,1,1,1
2,,,,,,,,,2,,,8727,2,1,2
1,19,3,2,,,,,,2,,,8728,2,1,2
1,20,3,1,1,30,1,1,1,2,,,8729,2,1,2
2,,,,,,,,,2,,,8730,1,1,1
2,,,,,,,,,2,,,8731,1,1,1
2,,,,,,,,,2,,,8732,2,1,2
2,,,,,,,,,2,,,8733,4,1,4
1,18,3,2,,,,,,2,,,8734,1,1,1
1,15,3,2,,,,,,2,,,8736,1,1,1
2,,,,,,,,,2,,,8737,2,1,2
2,,,,,,,,,2,,,8738,3,1,3
2,,,,,,,,,2,,,8739,2,1,2
2,,,,,,,,,2,,,8740,3,1,3
1,15,3,2,,,,,,2,,,8741,3,1,3
2,,,,,,,,,2,,,8742,2,1,2
1,34,3,2,,,,,,1,46,2,8743,2,1,2
2,,,,,,,,,2,,,8744,5,1,5
1,19,3,2,,,,,,2,,,8745,1,1,1
2,,,,,,,,,2,,,8746,3,1,3
2,,,,,,,,,2,,,8747,3,1,3
2,,,,,,,,,2,,,8748,3,1,3
2,,,,,,,,,2,,,8749,4,1,4
2,,,,,,,,,2,,,8750,1,1,1
1,17,3,2,,,,,,2,,,8752,2,1,2
2,,,,,,,,,2,,,8754,5,1,5
2,,,,,,,,,2,,,8755,1,1,1
1,11,3,2,,,,,,2,,,8756,1,1,1
1,12,3,2,,,,,,2,,,8757,1,1,1
1,18,3,2,,,,,,2,,,8758,2,1,2
2,,,,,,,,,2,,,8759,3,1,3
2,,,,,,,,,2,,,8760,3,1,3
2,,,,,,,,,2,,,8761,1,1,1
1,18,3,2,,,,,,2,,,8763,1,1,1
2,,,,,,,,,2,,,8764,3,1,3
2,,,,,,,,,2,,,8765,2,1,2
1,18,3,2,,,,,,2,,,8766,4,1,4
2,,,,,,,,,2,,,8767,1,1,1
2,,,,,,,,,2,,,8769,11,1,11
2,,,,,,,,,2,,,8770,2,1,2
1,17,3,2,,,,,,2,,,8772,1,1,1
2,,,,,,,,,2,,,8773,3,1,3
2,,,,,,,,,2,,,8774,2,1,2
2,,,,,,,,,2,,,8775,2,1,2
2,,,,,,,,,2,,,8776,2,1,2
2,,,,,,,,,2,,,8779,1,1,1
2,,,,,,,,,2,,,8781,1,1,1
1,13,3,2,,,,,,1,25,2,8782,2,1,2
2,,,,,,,,,2,,,8783,3,1,3
2,,,,,,,,,2,,,8784,1,1,1
2,,,,,,,,,2,,,8786,1,1,1
2,,,,,,,,,2,,,8787,1,1,1
2,,,,,,,,,2,,,8788,2,1,2
2,,,,,,,,,2,,,8789,2,1,2
2,,,,,,,,,2,,,8790,3,1,3
1,11,3,1,1,30,1,1,5,2,,,8791,2,1,2
2,,,,,,,,,2,,,8792,2,1,2
1,16,3,2,,,,,,1,18,2,8793,3,1,3
2,,,,,,,,,2,,,8794,2,1,2
2,,,,,,,,,1,20,2,8795,4,1,4
2,,,,,,,,,2,,,8796,3,1,3
2,,,,,,,,,2,,,8797,2,1,2
2,,,,,,,,,2,,,8798,2,1,2
2,,,,,,,,,2,,,8799,4,1,4
2,,,,,,,,,2,,,8800,2,1,2
2,,,,,,,,,2,,,8802,2,1,2
2,,,,,,,,,2,,,8803,2,1,2
2,,,,,,,,,2,,,8804,4,1,4
1,20,3,2,,,,,,2,,,8806,1,1,1
2,,,,,,,,,2,,,8807,2,1,2
2,,,,,,,,,2,,,8808,2,1,2
1,10,3,2,,,,,,2,,,8810,1,1,1
2,,,,,,,,,2,,,8811,5,1,5
2,,,,,,,,,2,,,8812,2,1,2
1,16,3,2,,,,,,2,,,8814,1,1,1
1,16,3,2,,,,,,1,25,2,8815,8,1,8
2,,,,,,,,,2,,,8816,2,1,2
1,18,3,2,,,,,,2,,,8818,1,1,1
2,,,,,,,,,2,,,8819,1,1,1
2,,,,,,,,,2,,,8820,2,1,2
1,18,3,2,,,,,,2,,,8821,2,1,2
2,,,,,,,,,2,,,8822,2,1,2
1,18,3,1,1,10,1,2,,2,,,8823,2,1,2
2,,,,,,,,,2,,,8824,3,1,3
2,,,,,,,,,2,,,8825,1,1,1
2,,,,,,,,,2,,,8826,2,1,2
1,18,3,1,1,30,1,1,6,2,,,8827,1,1,1
1,20,3,2,,,,,,2,,,8828,2,1,2
1,16,3,2,,,,,,2,,,8829,1,1,1
2,,,,,,,,,2,,,8830,2,1,2
2,,,,,,,,,2,,,8832,2,1,2
1,16,3,1,2,,,,,2,,,8834,3,1,3
2,,,,,,,,,2,,,8835,4,1,4
1,15,3,2,,,,,,2,,,8837,1,1,1
1,15,3,2,,,,,,2,,,8838,1,1,1
1,21,3,2,,,,,,2,,,8839,1,1,1
1,19,2,1,2,,,,,1,18,2,8840,1,1,1
2,,,,,,,,,2,,,8841,1,1,1
2,,,,,,,,,2,,,8842,2,1,2
2,,,,,,,,,2,,,8843,3,1,3
2,,,,,,,,,2,,,8845,2,1,2
2,,,,,,,,,2,,,8846,2,1,2
2,,,,,,,,,2,,,8847,2,1,2
2,,,,,,,,,2,,,8848,3,1,3
2,,,,,,,,,2,,,8849,1,1,1
1,17,3,2,,,,,,2,,,8850,2,1,2
2,,,,,,,,,2,,,8851,1,1,1
2,,,,,,,,,2,,,8852,1,1,1
2,,,,,,,,,2,,,8853,2,1,2
2,,,,,,,,,2,,,8854,3,1,3
2,,,,,,,,,2,,,8855,2,1,2
2,,,,,,,,,2,,,8856,1,1,1
2,,,,,,,,,2,,,8857,2,1,2
1,10,3,2,,,,,,2,,,8858,2,1,2
2,,,,,,,,,2,,,8859,2,1,2
2,,,,,,,,,2,,,8860,1,1,1
1,23,3,2,,,,,,2,,,8861,1,1,1
1,20,3,2,,,,,,2,,,8862,2,1,2
2,,,,,,,,,2,,,8863,1,1,1
2,,,,,,,,,2,,,8864,3,1,3
1,20,3,2,,,,,,2,,,8865,3,1,3
2,,,,,,,,,2,,,8866,2,1,2
2,,,,,,,,,2,,,8867,3,1,3
1,16,3,2,,,,,,2,,,8868,1,1,1
1,12,3,2,,,,,,2,,,8869,1,1,1
2,,,,,,,,,2,,,8870,2,1,2
1,13,3,1,1,30,1,1,10,2,,,8871,1,1,1
2,,,,,,,,,2,,,8872,3,1,3
2,,,,,,,,,2,,,8873,2,1,2
2,,,,,,,,,2,,,8874,1,1,1
2,,,,,,,,,2,,,8875,4,1,4
2,,,,,,,,,2,,,8877,2,1,2
2,,,,,,,,,2,,,8878,1,1,1
2,,,,,,,,,2,,,8879,2,1,2
2,,,,,,,,,2,,,8880,1,1,1
2,,,,,,,,,2,,,8881,2,1,2
2,,,,,,,,,2,,,8882,2,1,2
2,,,,,,,,,2,,,8883,1,1,1
1,14,3,2,,,,,,1,31,2,8884,1,1,1
1,20,3,2,,,,,,2,,,8885,1,1,1
2,,,,,,,,,2,,,8886,1,1,1
2,,,,,,,,,2,,,8887,1,1,1
2,,,,,,,,,2,,,8888,4,1,4
1,14,3,2,,,,,,2,,,8889,1,1,1
2,,,,,,,,,2,,,8890,6,1,6
2,,,,,,,,,2,,,8891,3,1,3
2,,,,,,,,,2,,,8892,2,1,2
2,,,,,,,,,2,,,8893,3,1,3
1,16,3,1,1,30,1,1,5,2,,,8894,1,1,1
1,12,3,2,,,,,,2,,,8895,1,1,1
2,,,,,,,,,2,,,8896,1,1,1
2,,,,,,,,,2,,,8897,1,1,1
2,,,,,,,,,2,,,8898,1,1,1
2,,,,,,,,,2,,,8899,2,1,2
1,16,3,1,1,6,1,2,,2,,,8900,2,1,2
1,22,3,2,,,,,,2,,,8901,1,1,1
2,,,,,,,,,2,,,8902,3,1,3
2,,,,,,,,,2,,,8903,3,1,3
1,16,3,1,1,22,1,1,2,2,,,8904,2,1,2
2,,,,,,,,,2,,,8905,3,1,3
2,,,,,,,,,2,,,8906,2,1,2
2,,,,,,,,,2,,,8907,4,1,4
2,,,,,,,,,2,,,8908,1,1,1
1,18,3,1,1,20,1,1,2,1,33,2,8909,1,1,1
2,,,,,,,,,2,,,8910,3,1,3
2,,,,,,,,,2,,,8911,2,1,2
2,,,,,,,,,2,,,8912,3,1,3
2,,,,,,,,,2,,,8913,1,1,1
2,,,,,,,,,2,,,8914,1,1,1
2,,,,,,,,,2,,,8915,2,1,2
2,,,,,,,,,2,,,8916,1,1,1
1,17,3,1,1,15,1,2,,1,18,2,8917,2,1,2
2,,,,,,,,,2,,,8918,4,1,4
2,,,,,,,,,2,,,8919,1,1,1
2,,,,,,,,,2,,,8920,5,1,5
2,,,,,,,,,2,,,8921,8,1,8
2,,,,,,,,,2,,,8922,4,1,4
2,,,,,,,,,2,,,8923,1,1,1
2,,,,,,,,,2,,,8924,2,1,2
1,14,3,1,1,1,1,2,,2,,,8925,1,1,1
1,16,3,1,1,3,2,,,2,,,8927,4,1,4
2,,,,,,,,,2,,,8928,1,1,1
2,,,,,,,,,2,,,8929,5,1,5
2,,,,,,,,,2,,,8930,1,1,1
1,13,3,1,1,30,1,1,5,2,,,8931,1,1,1
2,,,,,,,,,2,,,8932,2,1,2
1,26,3,2,,,,,,2,,,8933,2,1,2
1,20,3,2,,,,,,2,,,8934,3,1,3
1,24,3,2,,,,,,2,,,8936,1,1,1
2,,,,,,,,,2,,,8937,3,1,3
1,17,3,2,,,,,,2,,,8938,1,1,1
2,,,,,,,,,2,,,8939,1,1,1
1,15,3,2,,,,,,2,,,8940,1,1,1
2,,,,,,,,,2,,,8941,1,1,1
2,,,,,,,,,2,,,8943,4,1,4
2,,,,,,,,,2,,,8944,2,1,2
1,11,3,2,,,,,,2,,,8945,5,1,5
2,,,,,,,,,2,,,8946,1,1,1
1,18,3,2,,,,,,2,,,8947,1,1,1
2,,,,,,,,,2,,,8948,2,1,2
2,,,,,,,,,2,,,8949,1,1,1
2,,,,,,,,,2,,,8950,1,1,1
2,,,,,,,,,2,,,8951,3,1,3
2,,,,,,,,,2,,,8952,3,1,3
1,15,3,2,,,,,,1,23,2,8953,5,1,5
2,,,,,,,,,2,,,8954,4,1,4
2,,,,,,,,,2,,,8955,2,1,2
1,15,3,1,2,,,,,2,,,8956,1,1,1
2,,,,,,,,,2,,,8957,2,1,2
2,,,,,,,,,2,,,8958,2,1,2
1,25,3,2,,,,,,2,,,8959,1,1,1
2,,,,,,,,,2,,,8960,4,1,4
2,,,,,,,,,2,,,8961,2,1,2
1,15,3,2,,,,,,2,,,8962,1,1,1
2,,,,,,,,,2,,,8963,4,1,4
2,,,,,,,,,2,,,8964,2,1,2
2,,,,,,,,,2,,,8965,2,1,2
1,8,3,2,,,,,,2,,,8966,1,1,1
2,,,,,,,,,2,,,8967,3,1,3
2,,,,,,,,,2,,,8968,2,1,2
1,20,3,2,,,,,,2,,,8969,3,1,3
2,,,,,,,,,2,,,8970,1,1,1
2,,,,,,,,,2,,,8971,1,1,1
2,,,,,,,,,2,,,8972,2,1,2
2,,,,,,,,,2,,,8973,1,1,1
1,10,3,1,1,30,1,1,5,2,,,8974,5,1,5
2,,,,,,,,,2,,,8975,3,1,3
2,,,,,,,,,2,,,8977,1,1,1
1,36,3,2,,,,,,2,,,8978,1,1,1
1,22,3,2,,,,,,2,,,8979,1,1,1
1,16,3,2,,,,,,2,,,8980,3,1,3
1,17,3,1,2,,,,,2,,,8981,3,1,3
2,,,,,,,,,2,,,8982,3,1,3
2,,,,,,,,,2,,,8983,3,1,3
1,23,3,2,,,,,,2,,,8984,2,1,2
2,,,,,,,,,2,,,8985,3,1,3
2,,,,,,,,,2,,,8986,3,1,3
2,,,,,,,,,2,,,8987,1,1,1
2,,,,,,,,,2,,,8989,2,1,2
2,,,,,,,,,2,,,8990,2,1,2
2,,,,,,,,,2,,,8991,1,1,1
2,,,,,,,,,2,,,8992,2,1,2
1,20,3,1,1,30,1,1,1,2,,,8993,3,1,3
1,19,3,2,,,,,,2,,,8994,1,1,1
2,,,,,,,,,2,,,8995,2,1,2
1,16,3,2,,,,,,2,,,8996,1,1,1
2,,,,,,,,,2,,,8997,3,1,3
2,,,,,,,,,2,,,8998,5,1,5
2,,,,,,,,,2,,,9001,3,1,3
1,16,3,2,,,,,,2,,,9002,2,1,2
1,14,3,1,1,2,2,,,1,31,2,9003,2,1,2
2,,,,,,,,,2,,,9004,3,1,3
2,,,,,,,,,2,,,9005,3,1,3
2,,,,,,,,,2,,,9006,1,1,1
2,,,,,,,,,2,,,9008,1,1,1
2,,,,,,,,,2,,,9010,2,1,2
2,,,,,,,,,2,,,9011,4,1,4
2,,,,,,,,,2,,,9012,2,1,2
2,,,,,,,,,2,,,9013,1,1,1
2,,,,,,,,,2,,,9014,3,1,3
2,,,,,,,,,2,,,9015,3,1,3
1,18,3,1,2,,,,,2,,,9016,2,1,2
2,,,,,,,,,2,,,9017,2,1,2
1,15,3,2,,,,,,2,,,9018,2,1,2
2,,,,,,,,,2,,,9020,3,1,3
2,,,,,,,,,2,,,9021,1,1,1
1,16,3,1,2,,,,,2,,,9022,1,1,1
2,,,,,,,,,2,,,9024,3,1,3
2,,,,,,,,,2,,,9026,4,1,4
2,,,,,,,,,2,,,9027,2,1,2
1,22,3,2,,,,,,2,,,9030,2,1,2
2,,,,,,,,,2,,,9031,4,1,4
1,18,1,1,1,5,1,2,,2,,,9032,3,1,3
1,19,3,2,,,,,,2,,,9033,1,1,1
1,17,3,2,,,,,,2,,,9034,2,1,2
2,,,,,,,,,2,,,9035,7,1,7
1,12,3,2,,,,,,2,,,9036,1,1,1
2,,,,,,,,,2,,,9037,1,1,1
1,12,3,1,1,30,1,1,10,2,,,9038,1,1,1
2,,,,,,,,,2,,,9039,2,1,2
2,,,,,,,,,2,,,9040,2,1,2
1,12,3,2,,,,,,2,,,9041,1,1,1
2,,,,,,,,,2,,,9042,3,1,3
2,,,,,,,,,1,18,2,9043,4,1,4
1,13,3,2,,,,,,2,,,9044,4,1,4
2,,,,,,,,,2,,,9045,4,1,4
1,20,3,2,,,,,,2,,,9046,3,1,3
2,,,,,,,,,2,,,9047,2,1,2
2,,,,,,,,,2,,,9048,1,1,1
2,,,,,,,,,2,,,9049,4,1,4
2,,,,,,,,,2,,,9050,1,1,1
2,,,,,,,,,2,,,9051,2,1,2
1,12,3,2,,,,,,2,,,9052,3,1,3
2,,,,,,,,,2,,,9053,1,1,1
2,,,,,,,,,2,,,9054,4,1,4
2,,,,,,,,,2,,,9055,1,1,1
1,20,3,2,,,,,,2,,,9056,1,1,1
1,20,3,2,,,,,,1,22,2,9057,2,1,2
2,,,,,,,,,2,,,9058,2,1,2
2,,,,,,,,,2,,,9059,1,1,1
2,,,,,,,,,2,,,9060,1,1,1
2,,,,,,,,,2,,,9061,1,1,1
2,,,,,,,,,2,,,9062,1,1,1
2,,,,,,,,,2,,,9063,1,1,1
