E_01,E_02,E_03,E_04,E_05,E_06,E_07,E_08,E_09,E_10,E_11,E_12,DIRECTORIO,SECUENCIA_ENCUESTA,SECUENCIA_P,ORDEN
1,21,3,2,,,,,,2,,,52753,1,1,1
1,18,3,2,,,,,,1,19,2,52754,3,1,3
2,,,,,,,,,2,,,52756,2,1,2
2,,,,,,,,,2,,,52757,2,1,2
1,22,3,1,1,5,1,2,,2,,,52759,1,1,1
2,,,,,,,,,2,,,52760,2,1,2
1,17,3,2,,,,,,2,,,52761,2,1,2
2,,,,,,,,,2,,,52762,2,1,2
2,,,,,,,,,2,,,52764,2,1,2
2,,,,,,,,,2,,,52766,1,1,1
2,,,,,,,,,2,,,52767,2,1,2
2,,,,,,,,,2,,,52768,1,1,1
1,16,3,2,,,,,,2,,,52769,2,1,2
2,,,,,,,,,2,,,52770,1,1,1
1,17,3,1,2,,,,,2,,,52771,1,1,1
2,,,,,,,,,2,,,52772,2,1,2
1,20,3,1,2,,,,,2,,,52773,1,1,1
1,16,3,1,2,,,,,2,,,52774,2,1,2
2,,,,,,,,,2,,,52776,1,1,1
2,,,,,,,,,2,,,52777,1,1,1
2,,,,,,,,,2,,,52778,2,1,2
1,18,2,1,2,,,,,2,,,52779,3,1,3
2,,,,,,,,,2,,,52783,2,1,2
2,,,,,,,,,2,,,52784,4,1,4
2,,,,,,,,,2,,,52786,3,1,3
1,14,3,2,,,,,,2,,,52788,4,1,4
2,,,,,,,,,2,,,52790,1,1,1
1,16,3,2,,,,,,2,,,52791,2,1,2
1,30,3,2,,,,,,2,,,52792,1,1,1
2,,,,,,,,,2,,,52793,3,1,3
2,,,,,,,,,2,,,52795,2,1,2
2,,,,,,,,,2,,,52796,2,1,2
1,12,3,1,1,30,1,1,2,2,,,52799,1,1,1
2,,,,,,,,,2,,,52800,2,1,2
1,19,3,2,,,,,,2,,,52801,1,1,1
2,,,,,,,,,2,,,52803,2,1,2
2,,,,,,,,,2,,,52804,1,1,1
2,,,,,,,,,2,,,52808,1,1,1
2,,,,,,,,,2,,,52814,3,1,3
2,,,,,,,,,2,,,52816,1,1,1
2,,,,,,,,,2,,,52818,2,1,2
2,,,,,,,,,2,,,52823,3,1,3
1,14,3,2,,,,,,2,,,52825,1,1,1
1,16,3,2,,,,,,2,,,52828,2,1,2
2,,,,,,,,,2,,,52830,1,1,1
1,16,3,2,,,,,,2,,,52831,1,1,1
1,16,3,2,,,,,,2,,,52832,2,1,2
2,,,,,,,,,2,,,52833,1,1,1
1,15,3,2,,,,,,2,,,52835,2,1,2
2,,,,,,,,,2,,,52836,4,1,4
2,,,,,,,,,2,,,52840,2,1,2
2,,,,,,,,,2,,,52841,1,1,1
1,15,3,2,,,,,,2,,,52842,2,1,2
2,,,,,,,,,2,,,52843,5,1,5
2,,,,,,,,,2,,,52847,1,1,1
2,,,,,,,,,2,,,52848,1,1,1
2,,,,,,,,,2,,,52850,2,1,2
1,14,3,2,,,,,,2,,,52854,2,1,2
1,16,3,2,,,,,,2,,,52855,1,1,1
2,,,,,,,,,2,,,52857,1,1,1
1,18,3,2,,,,,,2,,,52859,1,1,1
2,,,,,,,,,2,,,52861,3,1,3
1,14,3,2,,,,,,2,,,52862,1,1,1
1,14,3,1,1,1,2,,,2,,,52863,3,1,3
1,19,3,2,,,,,,2,,,52865,2,1,2
2,,,,,,,,,2,,,52866,2,1,2
1,16,3,1,1,30,1,1,10,2,,,52869,1,1,1
2,,,,,,,,,2,,,52870,2,1,2
1,17,3,1,2,,,,,2,,,52871,2,1,2
1,20,3,2,,,,,,2,,,52872,1,1,1
2,,,,,,,,,2,,,52877,3,1,3
1,17,3,1,1,30,1,1,4,2,,,52879,1,1,1
2,,,,,,,,,2,,,52881,2,1,2
2,,,,,,,,,2,,,52884,2,1,2
2,,,,,,,,,2,,,52886,2,1,2
1,16,3,2,,,,,,2,,,52887,1,1,1
2,,,,,,,,,2,,,52892,3,1,3
1,18,2,1,2,,,,,2,,,52893,3,1,3
2,,,,,,,,,2,,,52897,3,1,3
2,,,,,,,,,2,,,52899,1,1,1
1,15,3,2,,,,,,2,,,52900,4,1,4
2,,,,,,,,,2,,,52903,1,1,1
2,,,,,,,,,2,,,52904,1,1,1
2,,,,,,,,,2,,,52905,2,1,2
2,,,,,,,,,2,,,52906,2,1,2
2,,,,,,,,,2,,,52910,1,1,1
1,13,3,2,,,,,,2,,,52911,2,1,2
2,,,,,,,,,2,,,52913,5,1,5
1,14,3,1,1,1,2,,,2,,,52914,1,1,1
1,17,3,1,1,30,1,1,2,1,20,2,52917,1,1,1
2,,,,,,,,,2,,,52919,3,1,3
2,,,,,,,,,2,,,52921,2,1,2
2,,,,,,,,,2,,,52922,2,1,2
2,,,,,,,,,2,,,52923,1,1,1
2,,,,,,,,,2,,,52924,1,1,1
1,20,3,1,1,30,1,1,2,2,,,52925,1,1,1
2,,,,,,,,,2,,,52926,2,1,2
2,,,,,,,,,2,,,52929,1,1,1
1,15,3,2,,,,,,2,,,52930,1,1,1
1,18,3,2,,,,,,2,,,52932,1,1,1
1,18,3,2,,,,,,2,,,52935,1,1,1
1,19,3,1,2,,,,,2,,,52936,4,1,4
1,16,3,1,1,30,1,1,1,2,,,52937,1,1,1
1,12,3,2,,,,,,2,,,52939,2,1,2
2,,,,,,,,,2,,,52943,2,1,2
1,18,3,1,2,,,,,2,,,52944,2,1,2
1,18,3,2,,,,,,2,,,52945,1,1,1
1,18,3,2,,,,,,2,,,52949,1,1,1
2,,,,,,,,,2,,,52951,3,1,3
2,,,,,,,,,2,,,52954,3,1,3
2,,,,,,,,,2,,,52955,1,1,1
2,,,,,,,,,2,,,52957,2,1,2
2,,,,,,,,,2,,,52958,1,1,1
1,12,3,2,,,,,,2,,,52959,1,1,1
2,,,,,,,,,2,,,52963,2,1,2
2,,,,,,,,,2,,,52964,2,1,2
2,,,,,,,,,2,,,52965,3,1,3
2,,,,,,,,,2,,,52966,2,1,2
2,,,,,,,,,2,,,52967,5,1,5
2,,,,,,,,,2,,,52969,3,1,3
2,,,,,,,,,2,,,52973,2,1,2
2,,,,,,,,,2,,,52974,1,1,1
2,,,,,,,,,2,,,52975,1,1,1
1,20,3,2,,,,,,2,,,52977,2,1,2
2,,,,,,,,,2,,,52980,1,1,1
1,15,3,1,2,,,,,2,,,52983,2,1,2
2,,,,,,,,,2,,,52986,2,1,2
2,,,,,,,,,2,,,52987,3,1,3
2,,,,,,,,,2,,,52988,3,1,3
1,19,3,2,,,,,,1,22,1,52991,3,1,3
1,15,3,1,1,30,1,1,20,2,,,52992,7,1,7
2,,,,,,,,,1,32,2,52993,1,1,1
1,18,3,2,,,,,,2,,,52994,1,1,1
1,12,3,1,1,8,1,2,,2,,,52995,1,1,1
2,,,,,,,,,2,,,52999,1,1,1
1,16,3,1,1,30,1,1,2,2,,,53001,1,1,1
2,,,,,,,,,2,,,53002,1,1,1
2,,,,,,,,,2,,,53003,2,1,2
1,18,3,1,1,30,1,1,8,2,,,53005,1,1,1
2,,,,,,,,,2,,,53006,1,1,1
1,18,2,1,2,,,,,2,,,53007,4,1,4
2,,,,,,,,,2,,,53008,1,1,1
1,17,3,2,,,,,,2,,,53009,2,1,2
1,11,3,1,2,,,,,1,60,2,53010,1,1,1
1,18,3,2,,,,,,1,20,2,53011,4,1,4
2,,,,,,,,,2,,,53013,2,1,2
2,,,,,,,,,2,,,53015,2,1,2
1,47,3,2,,,,,,2,,,53016,1,1,1
2,,,,,,,,,2,,,53018,1,1,1
2,,,,,,,,,2,,,53019,2,1,2
1,14,3,1,1,1,2,,,2,,,53020,1,1,1
2,,,,,,,,,2,,,53021,1,1,1
2,,,,,,,,,2,,,53025,1,1,1
2,,,,,,,,,2,,,53026,1,1,1
2,,,,,,,,,2,,,53027,4,1,4
2,,,,,,,,,2,,,53031,2,1,2
2,,,,,,,,,2,,,53033,1,1,1
1,20,3,2,,,,,,2,,,53034,2,1,2
1,26,3,2,,,,,,2,,,53035,1,1,1
1,25,3,1,1,99,1,1,20,1,40,2,53037,1,1,1
2,,,,,,,,,2,,,53038,3,1,3
1,17,3,2,,,,,,2,,,53040,1,1,1
2,,,,,,,,,2,,,53041,4,1,4
2,,,,,,,,,2,,,53043,3,1,3
2,,,,,,,,,2,,,53045,1,1,1
1,18,3,2,,,,,,2,,,53046,1,1,1
2,,,,,,,,,2,,,53047,1,1,1
2,,,,,,,,,2,,,53048,1,1,1
2,,,,,,,,,2,,,53049,3,1,3
2,,,,,,,,,2,,,53051,1,1,1
1,25,3,2,,,,,,2,,,53052,3,1,3
2,,,,,,,,,2,,,53054,2,1,2
2,,,,,,,,,2,,,53055,2,1,2
2,,,,,,,,,2,,,53056,2,1,2
2,,,,,,,,,2,,,53057,2,1,2
1,18,3,2,,,,,,2,,,53058,2,1,2
1,30,3,2,,,,,,2,,,53059,1,1,1
2,,,,,,,,,2,,,53061,3,1,3
2,,,,,,,,,2,,,53063,1,1,1
2,,,,,,,,,2,,,53064,2,1,2
2,,,,,,,,,2,,,53065,2,1,2
1,12,3,1,1,30,1,1,7,2,,,53066,2,1,2
2,,,,,,,,,2,,,53067,1,1,1
1,17,3,2,,,,,,2,,,53068,1,1,1
2,,,,,,,,,2,,,53069,4,1,4
1,19,3,1,1,20,1,2,,1,28,2,53070,1,1,1
2,,,,,,,,,2,,,53071,1,1,1
2,,,,,,,,,2,,,53072,1,1,1
1,24,3,2,,,,,,2,,,53074,2,1,2
2,,,,,,,,,2,,,53076,2,1,2
2,,,,,,,,,2,,,53077,1,1,1
2,,,,,,,,,2,,,53078,3,1,3
1,16,1,1,1,10,1,2,,2,,,53079,1,1,1
1,18,3,2,,,,,,2,,,53080,1,1,1
2,,,,,,,,,2,,,53081,1,1,1
2,,,,,,,,,2,,,53083,2,1,2
2,,,,,,,,,2,,,53084,1,1,1
2,,,,,,,,,2,,,53085,1,1,1
2,,,,,,,,,2,,,53086,2,1,2
2,,,,,,,,,2,,,53087,1,1,1
1,25,3,1,1,30,1,1,21,2,,,53089,1,1,1
2,,,,,,,,,2,,,53090,2,1,2
2,,,,,,,,,2,,,53091,2,1,2
2,,,,,,,,,2,,,53092,3,1,3
2,,,,,,,,,2,,,53093,3,1,3
1,14,3,2,,,,,,2,,,53094,1,1,1
2,,,,,,,,,2,,,53095,3,1,3
2,,,,,,,,,2,,,53096,2,1,2
2,,,,,,,,,2,,,53097,2,1,2
1,17,3,1,1,30,1,1,5,2,,,53098,3,1,3
2,,,,,,,,,2,,,53102,1,1,1
2,,,,,,,,,2,,,53103,1,1,1
1,14,3,2,,,,,,2,,,53104,2,1,2
1,18,3,2,,,,,,2,,,53105,2,1,2
2,,,,,,,,,2,,,53106,1,1,1
2,,,,,,,,,2,,,53107,2,1,2
2,,,,,,,,,2,,,53108,3,1,3
1,25,3,1,1,8,1,2,,2,,,53109,2,1,2
2,,,,,,,,,2,,,53110,1,1,1
2,,,,,,,,,2,,,53111,2,1,2
2,,,,,,,,,2,,,53112,5,1,5
1,21,3,2,,,,,,2,,,53113,1,1,1
1,26,3,1,2,,,,,2,,,53114,2,1,2
2,,,,,,,,,2,,,53115,1,1,1
2,,,,,,,,,2,,,53116,2,1,2
1,15,3,1,1,30,1,1,3,2,,,53120,3,1,3
1,14,3,1,1,30,1,1,20,1,35,1,53121,2,1,2
1,12,3,2,,,,,,2,,,53122,2,1,2
2,,,,,,,,,2,,,53125,3,1,3
1,14,3,2,,,,,,2,,,53126,3,1,3
1,18,3,1,1,8,1,2,,2,,,53127,1,1,1
2,,,,,,,,,1,22,2,53129,3,1,3
2,,,,,,,,,2,,,53131,1,1,1
2,,,,,,,,,2,,,53132,1,1,1
2,,,,,,,,,2,,,53133,1,1,1
2,,,,,,,,,2,,,53134,1,1,1
1,20,3,2,,,,,,2,,,53135,3,1,3
2,,,,,,,,,2,,,53136,1,1,1
1,25,3,1,1,3,1,3,,1,46,2,53137,1,1,1
2,,,,,,,,,2,,,53138,1,1,1
1,17,3,1,1,20,1,2,,1,27,1,53139,3,1,3
1,17,3,1,1,30,1,1,8,2,,,53140,2,1,2
2,,,,,,,,,2,,,53142,3,1,3
2,,,,,,,,,2,,,53143,1,1,1
1,16,3,2,,,,,,1,20,2,53144,2,1,2
2,,,,,,,,,2,,,53145,1,1,1
1,20,3,1,1,30,1,1,3,2,,,53147,2,1,2
1,17,3,2,,,,,,2,,,53150,1,1,1
1,17,3,1,1,8,1,2,,2,,,53151,2,1,2
2,,,,,,,,,2,,,53155,3,1,3
2,,,,,,,,,2,,,53157,2,1,2
2,,,,,,,,,2,,,53158,1,1,1
2,,,,,,,,,2,,,53160,2,1,2
1,23,3,1,1,30,1,1,6,2,,,53161,2,1,2
1,16,3,1,1,2,1,2,,1,45,2,53166,1,1,1
1,14,3,1,1,30,1,1,10,2,,,53168,1,1,1
2,,,,,,,,,2,,,53170,5,1,5
2,,,,,,,,,2,,,53173,2,1,2
2,,,,,,,,,2,,,53175,3,1,3
2,,,,,,,,,2,,,53178,1,1,1
2,,,,,,,,,2,,,53180,1,1,1
1,22,3,2,,,,,,2,,,53182,1,1,1
1,17,3,1,1,30,1,1,10,1,33,2,53184,1,1,1
1,18,3,2,,,,,,2,,,53186,2,1,2
1,18,3,1,1,30,1,1,5,2,,,53187,1,1,1
1,15,3,2,,,,,,1,16,2,53188,1,1,1
1,18,3,2,,,,,,2,,,53190,2,1,2
2,,,,,,,,,2,,,53191,1,1,1
2,,,,,,,,,2,,,53193,1,1,1
2,,,,,,,,,2,,,53194,2,1,2
1,17,3,2,,,,,,2,,,53196,3,1,3
2,,,,,,,,,2,,,53200,8,1,8
1,19,3,2,,,,,,2,,,53203,1,1,1
2,,,,,,,,,2,,,53225,1,1,1
1,21,3,2,,,,,,2,,,53227,1,1,1
2,,,,,,,,,2,,,53228,2,1,2
1,17,3,1,1,1,2,,,2,,,53229,1,1,1
2,,,,,,,,,2,,,53230,2,1,2
2,,,,,,,,,2,,,53231,2,1,2
2,,,,,,,,,2,,,53232,2,1,2
2,,,,,,,,,2,,,53233,2,1,2
2,,,,,,,,,1,17,2,53234,3,1,3
2,,,,,,,,,2,,,53235,1,1,1
2,,,,,,,,,1,20,2,53236,2,1,2
2,,,,,,,,,2,,,53237,4,1,4
2,,,,,,,,,2,,,53238,2,1,2
1,7,3,2,,,,,,2,,,53239,1,1,1
1,13,3,2,,,,,,2,,,53240,1,1,1
2,,,,,,,,,2,,,53241,2,1,2
2,,,,,,,,,2,,,53242,3,1,3
2,,,,,,,,,2,,,53243,1,1,1
1,16,3,2,,,,,,2,,,53244,1,1,1
2,,,,,,,,,2,,,53245,1,1,1
1,18,3,2,,,,,,2,,,53246,1,1,1
2,,,,,,,,,2,,,53247,2,1,2
2,,,,,,,,,2,,,53248,2,1,2
2,,,,,,,,,2,,,53249,2,1,2
2,,,,,,,,,2,,,53250,2,1,2
2,,,,,,,,,2,,,53251,1,1,1
2,,,,,,,,,2,,,53253,1,1,1
2,,,,,,,,,2,,,53254,2,1,2
1,15,3,2,,,,,,2,,,53255,2,1,2
2,,,,,,,,,2,,,53256,1,1,1
2,,,,,,,,,2,,,53257,2,1,2
2,,,,,,,,,2,,,53258,1,1,1
2,,,,,,,,,2,,,53259,1,1,1
1,14,3,2,,,,,,2,,,53260,4,1,4
2,,,,,,,,,2,,,53261,1,1,1
2,,,,,,,,,2,,,53262,1,1,1
2,,,,,,,,,2,,,53263,4,1,4
2,,,,,,,,,2,,,53264,1,1,1
2,,,,,,,,,2,,,53265,3,1,3
2,,,,,,,,,2,,,53266,1,1,1
1,17,3,2,,,,,,1,20,2,53267,2,1,2
2,,,,,,,,,2,,,53268,1,1,1
2,,,,,,,,,2,,,53269,3,1,3
2,,,,,,,,,2,,,53270,2,1,2
2,,,,,,,,,2,,,53271,2,1,2
2,,,,,,,,,2,,,53272,2,1,2
2,,,,,,,,,2,,,53273,3,1,3
2,,,,,,,,,2,,,53274,2,1,2
2,,,,,,,,,2,,,53275,2,1,2
2,,,,,,,,,2,,,53276,3,1,3
2,,,,,,,,,2,,,53277,2,1,2
1,25,3,2,,,,,,2,,,53278,2,1,2
2,,,,,,,,,2,,,53280,2,1,2
2,,,,,,,,,2,,,53281,1,1,1
1,16,3,2,,,,,,2,,,53283,1,1,1
1,20,3,2,,,,,,2,,,53284,1,1,1
1,17,3,2,,,,,,2,,,53286,1,1,1
1,15,3,1,1,30,1,1,4,2,,,53287,1,1,1
1,19,3,2,,,,,,1,26,2,53288,2,1,2
2,,,,,,,,,2,,,53290,2,1,2
2,,,,,,,,,2,,,53291,2,1,2
2,,,,,,,,,2,,,53293,2,1,2
2,,,,,,,,,2,,,53294,1,1,1
2,,,,,,,,,2,,,53295,2,1,2
2,,,,,,,,,2,,,53296,1,1,1
2,,,,,,,,,2,,,53298,1,1,1
2,,,,,,,,,2,,,53300,3,1,3
2,,,,,,,,,2,,,53301,1,1,1
2,,,,,,,,,2,,,53302,2,1,2
2,,,,,,,,,2,,,53303,1,1,1
2,,,,,,,,,2,,,53305,1,1,1
2,,,,,,,,,2,,,53306,1,1,1
2,,,,,,,,,2,,,53307,1,1,1
2,,,,,,,,,2,,,53309,3,1,3
2,,,,,,,,,2,,,53310,1,1,1
2,,,,,,,,,2,,,53311,1,1,1
1,18,3,2,,,,,,2,,,53314,1,1,1
1,12,3,1,1,30,1,1,3,1,18,2,53317,4,1,4
2,,,,,,,,,2,,,53320,1,1,1
1,19,3,2,,,,,,2,,,53321,3,1,3
1,14,3,2,,,,,,1,23,2,53322,1,1,1
2,,,,,,,,,2,,,53329,1,1,1
1,14,3,2,,,,,,2,,,53330,1,1,1
1,17,3,2,,,,,,2,,,53332,1,1,1
2,,,,,,,,,2,,,53335,4,1,4
2,,,,,,,,,2,,,53338,1,1,1
2,,,,,,,,,2,,,53339,2,1,2
2,,,,,,,,,2,,,53340,3,1,3
2,,,,,,,,,2,,,53341,3,1,3
1,16,3,2,,,,,,2,,,53345,1,1,1
2,,,,,,,,,2,,,53346,1,1,1
1,17,3,1,1,30,2,,,2,,,53347,1,1,1
2,,,,,,,,,2,,,53350,2,1,2
2,,,,,,,,,2,,,53351,2,1,2
1,20,3,2,,,,,,2,,,53352,2,1,2
2,,,,,,,,,2,,,53354,1,1,1
2,,,,,,,,,2,,,53355,6,1,6
1,13,3,2,,,,,,2,,,53356,1,1,1
2,,,,,,,,,2,,,53357,3,1,3
1,15,3,2,,,,,,2,,,53358,1,1,1
2,,,,,,,,,2,,,53359,1,1,1
2,,,,,,,,,2,,,53360,7,1,7
2,,,,,,,,,2,,,53361,2,1,2
2,,,,,,,,,2,,,53362,4,1,4
2,,,,,,,,,2,,,53363,3,1,3
1,27,3,2,,,,,,2,,,53365,1,1,1
1,22,3,2,,,,,,2,,,53368,1,1,1
2,,,,,,,,,2,,,53369,3,1,3
2,,,,,,,,,2,,,53370,1,1,1
1,22,3,2,,,,,,2,,,53371,3,1,3
2,,,,,,,,,2,,,53372,1,1,1
2,,,,,,,,,2,,,53373,2,1,2
2,,,,,,,,,2,,,53374,1,1,1
2,,,,,,,,,2,,,53375,3,1,3
1,18,3,2,,,,,,2,,,53376,4,1,4
1,13,3,2,,,,,,2,,,53377,2,1,2
2,,,,,,,,,2,,,53378,1,1,1
2,,,,,,,,,2,,,53380,2,1,2
2,,,,,,,,,2,,,53381,1,1,1
1,16,3,2,,,,,,2,,,53382,1,1,1
1,17,1,1,1,1,1,3,,2,,,53383,3,1,3
2,,,,,,,,,2,,,53384,1,1,1
2,,,,,,,,,2,,,53385,3,1,3
1,12,3,2,,,,,,2,,,53386,1,1,1
1,15,3,2,,,,,,2,,,53387,3,1,3
1,22,3,1,1,8,1,2,,2,,,53389,2,1,2
1,18,3,1,1,20,1,2,,1,19,2,53390,3,1,3
2,,,,,,,,,2,,,53391,1,1,1
2,,,,,,,,,2,,,53392,1,1,1
2,,,,,,,,,2,,,53394,4,1,4
1,15,3,1,2,,,,,2,,,53395,1,1,1
2,,,,,,,,,2,,,53396,1,1,1
2,,,,,,,,,2,,,53397,3,1,3
2,,,,,,,,,2,,,53398,2,1,2
2,,,,,,,,,2,,,53400,1,1,1
2,,,,,,,,,2,,,53401,2,1,2
2,,,,,,,,,2,,,53402,1,1,1
2,,,,,,,,,2,,,53403,2,1,2
2,,,,,,,,,2,,,53404,1,1,1
2,,,,,,,,,2,,,53405,1,1,1
2,,,,,,,,,2,,,53406,1,1,1
2,,,,,,,,,2,,,53408,1,1,1
2,,,,,,,,,2,,,53409,1,1,1
1,17,3,2,,,,,,2,,,53410,1,1,1
1,20,3,1,1,3,2,,,2,,,53411,1,1,1
1,20,3,2,,,,,,2,,,53412,2,1,2
2,,,,,,,,,2,,,53413,2,1,2
2,,,,,,,,,2,,,53414,2,1,2
2,,,,,,,,,2,,,53415,2,1,2
1,18,3,2,,,,,,2,,,53416,1,1,1
2,,,,,,,,,2,,,53418,2,1,2
1,19,3,2,,,,,,2,,,53419,2,1,2
2,,,,,,,,,2,,,53420,1,1,1
2,,,,,,,,,2,,,53421,1,1,1
2,,,,,,,,,2,,,53422,1,1,1
1,30,3,2,,,,,,2,,,53423,2,1,2
1,15,3,2,,,,,,2,,,53424,2,1,2
2,,,,,,,,,2,,,53425,3,1,3
2,,,,,,,,,2,,,53426,3,1,3
2,,,,,,,,,2,,,53427,4,1,4
1,18,3,2,,,,,,2,,,53428,1,1,1
1,15,3,1,1,30,1,1,10,2,,,53429,1,1,1
1,18,3,2,,,,,,2,,,53430,1,1,1
2,,,,,,,,,2,,,53431,1,1,1
2,,,,,,,,,2,,,53432,2,1,2
2,,,,,,,,,2,,,53433,4,1,4
2,,,,,,,,,2,,,53434,1,1,1
2,,,,,,,,,2,,,53435,1,1,1
2,,,,,,,,,2,,,53436,1,1,1
1,16,3,1,1,15,1,2,,1,17,2,53437,2,1,2
2,,,,,,,,,2,,,53438,8,1,8
2,,,,,,,,,2,,,53439,3,1,3
2,,,,,,,,,2,,,53440,1,1,1
2,,,,,,,,,2,,,53442,3,1,3
2,,,,,,,,,2,,,53443,3,1,3
2,,,,,,,,,2,,,53444,1,1,1
2,,,,,,,,,2,,,53445,1,1,1
2,,,,,,,,,2,,,53447,1,1,1
1,15,3,1,1,20,1,1,2,2,,,53448,1,1,1
1,15,3,2,,,,,,2,,,53450,1,1,1
2,,,,,,,,,2,,,53451,1,1,1
2,,,,,,,,,2,,,53452,1,1,1
2,,,,,,,,,2,,,53453,3,1,3
2,,,,,,,,,2,,,53454,1,1,1
2,,,,,,,,,2,,,53455,2,1,2
2,,,,,,,,,2,,,53456,1,1,1
1,14,3,1,1,30,1,1,8,2,,,53457,1,1,1
2,,,,,,,,,2,,,53458,1,1,1
2,,,,,,,,,2,,,53459,5,1,5
2,,,,,,,,,2,,,53460,2,1,2
2,,,,,,,,,2,,,53461,2,1,2
2,,,,,,,,,2,,,53462,3,1,3
1,15,3,2,,,,,,2,,,53463,1,1,1
2,,,,,,,,,2,,,53464,1,1,1
1,15,3,1,1,99,2,,,2,,,53465,1,1,1
1,18,3,2,,,,,,2,,,53466,2,1,2
2,,,,,,,,,2,,,53467,1,1,1
1,20,3,2,,,,,,2,,,53468,1,1,1
2,,,,,,,,,2,,,53469,4,1,4
2,,,,,,,,,2,,,53470,1,1,1
2,,,,,,,,,2,,,53471,5,1,5
2,,,,,,,,,2,,,53472,1,1,1
2,,,,,,,,,2,,,53473,1,1,1
2,,,,,,,,,2,,,53474,2,1,2
2,,,,,,,,,2,,,53475,1,1,1
2,,,,,,,,,2,,,53477,3,1,3
2,,,,,,,,,2,,,53478,1,1,1
1,16,3,1,1,30,1,1,3,2,,,53479,2,1,2
2,,,,,,,,,2,,,53480,1,1,1
2,,,,,,,,,2,,,53481,3,1,3
1,14,3,2,,,,,,2,,,53482,1,1,1
2,,,,,,,,,2,,,53483,1,1,1
2,,,,,,,,,2,,,53484,1,1,1
2,,,,,,,,,2,,,53485,1,1,1
1,19,3,2,,,,,,1,17,2,53486,2,1,2
2,,,,,,,,,2,,,53487,2,1,2
1,14,3,2,,,,,,2,,,53488,1,1,1
2,,,,,,,,,2,,,53489,1,1,1
1,19,3,2,,,,,,2,,,53490,1,1,1
2,,,,,,,,,2,,,53491,1,1,1
1,18,3,2,,,,,,2,,,53492,3,1,3
2,,,,,,,,,2,,,53493,1,1,1
1,14,3,2,,,,,,2,,,53494,2,1,2
2,,,,,,,,,2,,,53495,1,1,1
1,18,3,2,,,,,,2,,,53496,1,1,1
1,13,3,2,,,,,,2,,,53497,5,1,5
1,16,3,2,,,,,,1,23,2,53498,1,1,1
1,20,3,2,,,,,,2,,,53499,2,1,2
1,32,3,1,1,30,1,1,7,2,,,53500,1,1,1
1,15,3,2,,,,,,2,,,53503,1,1,1
1,15,3,1,1,30,1,1,1,2,,,53504,1,1,1
2,,,,,,,,,2,,,53505,2,1,2
2,,,,,,,,,2,,,53506,1,1,1
2,,,,,,,,,2,,,53507,1,1,1
2,,,,,,,,,2,,,53508,4,1,4
2,,,,,,,,,2,,,53509,2,1,2
2,,,,,,,,,2,,,53510,1,1,1
2,,,,,,,,,2,,,53511,2,1,2
1,15,3,2,,,,,,2,,,53512,2,1,2
2,,,,,,,,,2,,,53514,2,1,2
2,,,,,,,,,2,,,53515,1,1,1
2,,,,,,,,,2,,,53516,1,1,1
1,12,3,2,,,,,,2,,,53517,1,1,1
1,17,3,1,2,,,,,2,,,53518,3,1,3
2,,,,,,,,,2,,,53519,1,1,1
2,,,,,,,,,2,,,53520,3,1,3
2,,,,,,,,,2,,,53521,1,1,1
1,15,3,2,,,,,,1,16,2,53522,5,1,5
1,15,3,2,,,,,,2,,,53523,1,1,1
1,15,3,2,,,,,,2,,,53524,1,1,1
2,,,,,,,,,2,,,53525,2,1,2
2,,,,,,,,,2,,,53526,2,1,2
1,20,3,2,,,,,,2,,,53527,1,1,1
1,28,3,2,,,,,,2,,,53528,1,1,1
2,,,,,,,,,2,,,53529,2,1,2
2,,,,,,,,,2,,,53530,2,1,2
2,,,,,,,,,2,,,53531,2,1,2
2,,,,,,,,,2,,,53532,3,1,3
1,18,3,1,1,6,1,3,,2,,,53533,3,1,3
1,18,3,1,1,10,1,2,,1,43,1,53534,1,1,1
1,18,3,2,,,,,,2,,,53536,2,1,2
1,18,3,2,,,,,,2,,,53537,3,1,3
2,,,,,,,,,2,,,53538,1,1,1
1,14,3,2,,,,,,2,,,53540,1,1,1
1,16,2,2,,,,,,2,,,53541,2,1,2
2,,,,,,,,,2,,,53542,1,1,1
2,,,,,,,,,2,,,53543,1,1,1
2,,,,,,,,,2,,,53544,4,1,4
2,,,,,,,,,2,,,53545,1,1,1
2,,,,,,,,,2,,,53546,5,1,5
1,18,1,1,2,,,,,2,,,53547,1,1,1
2,,,,,,,,,2,,,53548,3,1,3
1,21,3,2,,,,,,2,,,53549,1,1,1
2,,,,,,,,,2,,,53550,1,1,1
1,15,3,2,,,,,,2,,,53551,1,1,1
2,,,,,,,,,2,,,53553,2,1,2
1,14,3,1,1,30,1,1,2,2,,,53554,2,1,2
1,18,3,2,,,,,,2,,,53555,2,1,2
2,,,,,,,,,2,,,53556,2,1,2
2,,,,,,,,,2,,,53558,2,1,2
2,,,,,,,,,2,,,53559,2,1,2
1,16,3,1,1,30,1,1,6,2,,,53560,3,1,3
2,,,,,,,,,2,,,53561,2,1,2
1,15,3,1,1,30,1,1,5,2,,,53562,3,1,3
2,,,,,,,,,2,,,53563,3,1,3
1,16,3,2,,,,,,2,,,53564,1,1,1
1,18,3,2,,,,,,2,,,53566,1,1,1
1,15,3,2,,,,,,2,,,53567,3,1,3
1,18,3,2,,,,,,2,,,53568,1,1,1
2,,,,,,,,,2,,,53570,1,1,1
1,16,3,2,,,,,,2,,,53572,1,1,1
